   0.0000000e+00	   1.7562581e+00	
   4.0000000e-02	   1.7444164e+00	
   8.0000000e-02	   1.7618941e+00	
   1.2000000e-01	   1.7525417e+00	
   1.6000000e-01	   1.7649570e+00	
   2.0000000e-01	   1.7672537e+00	
   2.4000000e-01	   1.7791224e+00	
   2.8000000e-01	   1.7752591e+00	
   3.2000000e-01	   1.7817787e+00	
   3.6000000e-01	   1.7745345e+00	
   4.0000000e-01	   1.7719783e+00	
   4.4000000e-01	   1.7824184e+00	
   4.8000000e-01	   1.7835276e+00	
   5.2000000e-01	   1.7776249e+00	
   5.6000000e-01	   1.7717247e+00	
   6.0000000e-01	   1.7669390e+00	
   6.4000000e-01	   1.7638950e+00	
   6.8000000e-01	   1.7807551e+00	
   7.2000000e-01	   1.7717243e+00	
   7.6000000e-01	   1.7607589e+00	
   8.0000000e-01	   1.7706353e+00	
   8.4000000e-01	   1.7477361e+00	
   8.8000000e-01	   1.7624462e+00	
   9.2000000e-01	   1.7746796e+00	
   9.6000000e-01	   1.7472404e+00	
   1.0000000e+00	   1.7644909e+00	
   1.0400000e+00	   1.7776656e+00	
   1.0800000e+00	   1.7796186e+00	
   1.1200000e+00	   1.7951975e+00	
   1.1600000e+00	   1.7946731e+00	
   1.2000000e+00	   1.7853905e+00	
   1.2400000e+00	   1.8221713e+00	
   1.2800000e+00	   1.8040002e+00	
   1.3200000e+00	   1.8201992e+00	
   1.3600000e+00	   1.8071361e+00	
   1.4000000e+00	   1.8230643e+00	
   1.4400000e+00	   1.8159801e+00	
   1.4800000e+00	   1.8276048e+00	
   1.5200000e+00	   1.8179560e+00	
   1.5600000e+00	   1.8415076e+00	
   1.6000000e+00	   1.8287861e+00	
   1.6400000e+00	   1.8511248e+00	
   1.6800000e+00	   1.8379613e+00	
   1.7200000e+00	   1.8470910e+00	
   1.7600000e+00	   1.8502458e+00	
   1.8000000e+00	   1.8559214e+00	
   1.8400000e+00	   1.8551678e+00	
   1.8800000e+00	   1.8500935e+00	
   1.9200000e+00	   1.8606748e+00	
   1.9600000e+00	   1.8599505e+00	
   2.0000000e+00	   1.8679808e+00	
   2.0400000e+00	   1.8663554e+00	
   2.0800000e+00	   1.8752647e+00	
   2.1200000e+00	   1.8847649e+00	
   2.1600000e+00	   1.8709167e+00	
   2.2000000e+00	   1.8721825e+00	
   2.2400000e+00	   1.8875275e+00	
   2.2800000e+00	   1.8851153e+00	
   2.3200000e+00	   1.8782375e+00	
   2.3600000e+00	   1.8662731e+00	
