   0.0000000e+00	             NaN	
   4.0000000e-02	   4.4246476e+00	
   8.0000000e-02	   4.4588677e+00	
   1.2000000e-01	   4.6113713e+00	
   1.6000000e-01	   4.7725936e+00	
   2.0000000e-01	   5.0777873e+00	
   2.4000000e-01	   4.8096758e+00	
   2.8000000e-01	   5.1586855e+00	
   3.2000000e-01	   5.1472299e+00	
   3.6000000e-01	   5.3256686e+00	
   4.0000000e-01	   5.3469975e+00	
   4.4000000e-01	   5.2712545e+00	
   4.8000000e-01	   5.3494790e+00	
   5.2000000e-01	   5.2752859e+00	
   5.6000000e-01	   5.1651139e+00	
   6.0000000e-01	   5.0178700e+00	
   6.4000000e-01	   5.1602053e+00	
   6.8000000e-01	   4.8776458e+00	
   7.2000000e-01	   4.9092180e+00	
   7.6000000e-01	   4.8803091e+00	
   8.0000000e-01	   4.8408455e+00	
   8.4000000e-01	   4.7100741e+00	
   8.8000000e-01	   4.7183297e+00	
   9.2000000e-01	   4.8845384e+00	
   9.6000000e-01	   4.7408074e+00	
   1.0000000e+00	   5.1198517e+00	
   1.0400000e+00	   4.9418384e+00	
   1.0800000e+00	   5.0740049e+00	
   1.1200000e+00	   5.1413576e+00	
   1.1600000e+00	             NaN	
   1.2000000e+00	             NaN	
   1.2400000e+00	             NaN	
   1.2800000e+00	             NaN	
   1.3200000e+00	             NaN	
   1.3600000e+00	             NaN	
   1.4000000e+00	             NaN	
   1.4400000e+00	             NaN	
   1.4800000e+00	   4.7362873e+00	
   1.5200000e+00	   4.6706090e+00	
   1.5600000e+00	   4.6016091e+00	
   1.6000000e+00	   4.6807841e+00	
   1.6400000e+00	   4.8372165e+00	
   1.6800000e+00	   4.9480814e+00	
   1.7200000e+00	   5.0429882e+00	
   1.7600000e+00	   5.1623170e+00	
   1.8000000e+00	   5.2494645e+00	
   1.8400000e+00	   5.1659557e+00	
   1.8800000e+00	   5.3407307e+00	
   1.9200000e+00	   5.5795903e+00	
   1.9600000e+00	   5.5102012e+00	
   2.0000000e+00	   5.2287490e+00	
   2.0400000e+00	   5.1473011e+00	
   2.0800000e+00	   5.1889488e+00	
   2.1200000e+00	   5.0775215e+00	
   2.1600000e+00	   4.9969574e+00	
   2.2000000e+00	   4.9470061e+00	
   2.2400000e+00	   4.9421147e+00	
   2.2800000e+00	   4.8937778e+00	
   2.3200000e+00	   4.7676492e+00	
   2.3600000e+00	   4.9775827e+00	
   2.4000000e+00	   4.8544201e+00	
   2.4400000e+00	   4.9233369e+00	
   2.4800000e+00	   5.3035059e+00	
   2.5200000e+00	   5.4385049e+00	
   2.5600000e+00	   5.5124275e+00	
   2.6000000e+00	   5.3119387e+00	
   2.6400000e+00	   5.5048334e+00	
   2.6800000e+00	   5.6595769e+00	
   2.7200000e+00	   5.3664332e+00	
   2.7600000e+00	   5.5987841e+00	
   2.8000000e+00	   5.2944246e+00	
   2.8400000e+00	   4.9411727e+00	
   2.8800000e+00	   5.0591547e+00	
   2.9200000e+00	   4.9608044e+00	
   2.9600000e+00	   4.8858224e+00	
   3.0000000e+00	   4.8172104e+00	
   3.0400000e+00	   4.7889524e+00	
   3.0800000e+00	   4.9615626e+00	
   3.1200000e+00	   5.3115249e+00	
   3.1600000e+00	   5.2849106e+00	
   3.2000000e+00	   5.1772766e+00	
   3.2400000e+00	   5.0604159e+00	
   3.2800000e+00	   5.3623504e+00	
   3.3200000e+00	   5.4879333e+00	
   3.3600000e+00	   5.4338003e+00	
   3.4000000e+00	   5.1683968e+00	
   3.4400000e+00	   5.0474951e+00	
   3.4800000e+00	   4.8982503e+00	
   3.5200000e+00	   4.9148679e+00	
   3.5600000e+00	   4.7397534e+00	
   3.6000000e+00	   4.2902805e+00	
   3.6400000e+00	   4.7497862e+00	
   3.6800000e+00	   4.7787128e+00	
   3.7200000e+00	   4.7487380e+00	
   3.7600000e+00	   4.6852901e+00	
   3.8000000e+00	   4.7706531e+00	
   3.8400000e+00	   5.0793974e+00	
   3.8800000e+00	   5.0505173e+00	
   3.9200000e+00	   5.2195129e+00	
   3.9600000e+00	   5.3342814e+00	
   4.0000000e+00	   5.3248446e+00	
   4.0400000e+00	   5.4293399e+00	
   4.0800000e+00	   5.1932519e+00	
   4.1200000e+00	   5.2643611e+00	
   4.1600000e+00	   5.2049549e+00	
   4.2000000e+00	   4.9291329e+00	
   4.2400000e+00	   4.5889210e+00	
   4.2800000e+00	   4.5845087e+00	
   4.3200000e+00	   4.4318182e+00	
   4.3600000e+00	   4.3782022e+00	
   4.4000000e+00	   4.5282316e+00	
   4.4400000e+00	   4.4924334e+00	
   4.4800000e+00	   4.6420675e+00	
   4.5200000e+00	   4.5517877e+00	
   4.5600000e+00	   4.6227641e+00	
   4.6000000e+00	   4.7186999e+00	
   4.6400000e+00	   4.9208817e+00	
   4.6800000e+00	   4.9749743e+00	
   4.7200000e+00	   4.7850446e+00	
   4.7600000e+00	   4.9133778e+00	
   4.8000000e+00	   4.9149525e+00	
   4.8400000e+00	   5.2244295e+00	
   4.8800000e+00	   5.0416456e+00	
   4.9200000e+00	   4.7288222e+00	
   4.9600000e+00	   4.2830606e+00	
   5.0000000e+00	   4.3895016e+00	
   5.0400000e+00	   4.9253684e+00	
   5.0800000e+00	   4.6666659e+00	
   5.1200000e+00	   4.5369834e+00	
   5.1600000e+00	   4.3273065e+00	
   5.2000000e+00	   4.5864011e+00	
   5.2400000e+00	   4.7113793e+00	
   5.2800000e+00	   4.9119997e+00	
   5.3200000e+00	   4.7716096e+00	
   5.3600000e+00	   4.4662793e+00	
   5.4000000e+00	   4.9157340e+00	
   5.4400000e+00	   5.1550710e+00	
   5.4800000e+00	   5.3168449e+00	
   5.5200000e+00	   5.1346534e+00	
   5.5600000e+00	   4.9290491e+00	
   5.6000000e+00	   4.9653568e+00	
   5.6400000e+00	   4.7135525e+00	
   5.6800000e+00	   4.7799123e+00	
   5.7200000e+00	   4.7837080e+00	
   5.7600000e+00	   4.7958400e+00	
   5.8000000e+00	   4.7005464e+00	
   5.8400000e+00	   4.3874715e+00	
   5.8800000e+00	   4.6088179e+00	
   5.9200000e+00	   4.5137091e+00	
   5.9600000e+00	   4.4082257e+00	
   6.0000000e+00	   4.6838066e+00	
   6.0400000e+00	   4.6095233e+00	
   6.0800000e+00	   4.7025677e+00	
   6.1200000e+00	   4.9601945e+00	
   6.1600000e+00	   5.0797938e+00	
   6.2000000e+00	   4.7795242e+00	
   6.2400000e+00	   4.8693622e+00	
   6.2800000e+00	   4.7402083e+00	
   6.3200000e+00	   4.8846079e+00	
   6.3600000e+00	   4.8379305e+00	
   6.4000000e+00	   4.8570728e+00	
   6.4400000e+00	   4.5641206e+00	
   6.4800000e+00	   4.2611022e+00	
   6.5200000e+00	   4.3918088e+00	
   6.5600000e+00	   4.8544122e+00	
   6.6000000e+00	   4.6124414e+00	
   6.6400000e+00	   4.2572576e+00	
   6.6800000e+00	   4.0712796e+00	
   6.7200000e+00	   4.5057818e+00	
   6.7600000e+00	   4.7900940e+00	
   6.8000000e+00	   4.7968648e+00	
   6.8400000e+00	   4.7167788e+00	
   6.8800000e+00	   4.5052741e+00	
   6.9200000e+00	   4.7372137e+00	
   6.9600000e+00	   4.9302163e+00	
   7.0000000e+00	   4.8575219e+00	
   7.0400000e+00	   4.8840770e+00	
   7.0800000e+00	   4.8210807e+00	
   7.1200000e+00	   4.8822852e+00	
   7.1600000e+00	   4.4672399e+00	
   7.2000000e+00	   4.5474922e+00	
   7.2400000e+00	   4.8689545e+00	
   7.2800000e+00	   4.8304404e+00	
   7.3200000e+00	   4.4909849e+00	
   7.3600000e+00	   4.3846307e+00	
   7.4000000e+00	   4.5741613e+00	
   7.4400000e+00	   4.9263008e+00	
   7.4800000e+00	   4.5925113e+00	
   7.5200000e+00	   4.9202241e+00	
   7.5600000e+00	   4.7517483e+00	
   7.6000000e+00	   4.8818768e+00	
   7.6400000e+00	   4.9725830e+00	
   7.6800000e+00	   4.9706518e+00	
   7.7200000e+00	   5.0097066e+00	
   7.7600000e+00	   5.0424546e+00	
   7.8000000e+00	   5.1456753e+00	
   7.8400000e+00	   5.1806436e+00	
   7.8800000e+00	   4.9255564e+00	
   7.9200000e+00	   4.8347156e+00	
   7.9600000e+00	   4.7673082e+00	
   8.0000000e+00	   4.7469238e+00	
   8.0400000e+00	   4.7832035e+00	
   8.0800000e+00	   4.7705428e+00	
   8.1200000e+00	   4.6973960e+00	
   8.1600000e+00	   4.7003279e+00	
   8.2000000e+00	   4.6743446e+00	
   8.2400000e+00	   4.6270086e+00	
   8.2800000e+00	   4.8028942e+00	
   8.3200000e+00	   4.7656332e+00	
   8.3600000e+00	   4.9418858e+00	
   8.4000000e+00	   4.9810354e+00	
   8.4400000e+00	   4.9629304e+00	
   8.4800000e+00	   5.0336021e+00	
   8.5200000e+00	   5.1916303e+00	
   8.5600000e+00	   4.9824766e+00	
   8.6000000e+00	   5.0977349e+00	
   8.6400000e+00	   5.0730778e+00	
   8.6800000e+00	   5.0074055e+00	
   8.7200000e+00	   4.5784258e+00	
   8.7600000e+00	   4.7323655e+00	
   8.8000000e+00	   4.6638806e+00	
   8.8400000e+00	   4.6833109e+00	
   8.8800000e+00	   4.7155997e+00	
   8.9200000e+00	   4.6587130e+00	
   8.9600000e+00	   4.7281127e+00	
   9.0000000e+00	   4.7601759e+00	
   9.0400000e+00	   4.8509191e+00	
   9.0800000e+00	   4.9106777e+00	
   9.1200000e+00	   4.9899448e+00	
   9.1600000e+00	   4.9961245e+00	
   9.2000000e+00	   4.9962468e+00	
   9.2400000e+00	   5.0136166e+00	
   9.2800000e+00	   5.1060025e+00	
   9.3200000e+00	   5.0258816e+00	
   9.3600000e+00	   4.9781148e+00	
   9.4000000e+00	   4.9066049e+00	
   9.4400000e+00	   4.8430082e+00	
   9.4800000e+00	   4.8464509e+00	
   9.5200000e+00	   4.9606958e+00	
   9.5600000e+00	   4.7875835e+00	
   9.6000000e+00	   4.8768786e+00	
   9.6400000e+00	   4.8740655e+00	
   9.6800000e+00	   5.0107046e+00	
   9.7200000e+00	   4.9771319e+00	
   9.7600000e+00	   5.1012978e+00	
   9.8000000e+00	   5.1351438e+00	
   9.8400000e+00	   5.1659079e+00	
   9.8800000e+00	   5.0981892e+00	
   9.9200000e+00	   5.1204986e+00	
   9.9600000e+00	   5.1632337e+00	
   1.0000000e+01	   4.9720988e+00	
   1.0040000e+01	   4.9443550e+00	
   1.0080000e+01	   4.8517983e+00	
   1.0120000e+01	   4.7877947e+00	
   1.0160000e+01	   4.8999806e+00	
   1.0200000e+01	   4.6033814e+00	
   1.0240000e+01	   4.8762158e+00	
   1.0280000e+01	   4.9501477e+00	
   1.0320000e+01	   4.9816446e+00	
   1.0360000e+01	   5.0409439e+00	
   1.0400000e+01	   5.1670804e+00	
   1.0440000e+01	   5.2359745e+00	
   1.0480000e+01	   5.1649671e+00	
   1.0520000e+01	   5.3699099e+00	
   1.0560000e+01	   5.2283497e+00	
   1.0600000e+01	   5.1096258e+00	
   1.0640000e+01	   5.2057307e+00	
   1.0680000e+01	   5.1578695e+00	
   1.0720000e+01	   4.9993701e+00	
   1.0760000e+01	   5.0856545e+00	
   1.0800000e+01	   4.9653056e+00	
   1.0840000e+01	   4.7636138e+00	
   1.0880000e+01	   4.7435008e+00	
   1.0920000e+01	   5.0019624e+00	
   1.0960000e+01	   5.0112154e+00	
   1.1000000e+01	   5.1288611e+00	
   1.1040000e+01	   4.9434904e+00	
   1.1080000e+01	   5.0853912e+00	
   1.1120000e+01	   5.0727299e+00	
   1.1160000e+01	   5.0220647e+00	
   1.1200000e+01	   5.4224302e+00	
