   0.0000000e+00	   4.3892482e+00	   5.9395680e+00	
   3.3333333e-02	   4.4056669e+00	   5.9335200e+00	
   6.6666667e-02	   4.3795764e+00	   5.9469120e+00	
   1.0000000e-01	   4.3506469e+00	   5.9741280e+00	
   1.3333333e-01	   4.3384103e+00	   6.0071040e+00	
   1.6666667e-01	   4.3250685e+00	   6.0215040e+00	
   2.0000000e-01	   4.3159208e+00	   6.0675840e+00	
   2.3333333e-01	   4.2783361e+00	   6.0552000e+00	
   2.6666667e-01	   4.2341621e+00	   6.0528960e+00	
   3.0000000e-01	   4.2420002e+00	   6.0573600e+00	
   3.3333333e-01	   4.2471735e+00	   6.0539040e+00	
   3.6666667e-01	   4.2482898e+00	   6.0372000e+00	
   4.0000000e-01	   4.2392559e+00	   6.0527520e+00	
   4.3333333e-01	   4.2481142e+00	   6.0248160e+00	
   4.6666667e-01	   4.2685343e+00	   6.0066720e+00	
   5.0000000e-01	   4.3103702e+00	   6.0454080e+00	
   5.3333333e-01	   4.3191903e+00	   6.0300000e+00	
   5.6666667e-01	   4.3474692e+00	   6.0480000e+00	
   6.0000000e-01	   4.3681835e+00	   6.0655680e+00	
   6.3333333e-01	   4.4056078e+00	   6.0104160e+00	
   6.6666667e-01	   4.4164285e+00	   5.9780160e+00	
   7.0000000e-01	   4.4213751e+00	   5.9889600e+00	
   7.3333333e-01	   4.4139789e+00	   5.9780160e+00	
   7.6666667e-01	   4.4224812e+00	   5.9263200e+00	
   8.0000000e-01	   4.4212171e+00	   5.9277600e+00	
   8.3333333e-01	   4.4067727e+00	   5.8808160e+00	
   8.6666667e-01	   4.3777400e+00	   5.8259520e+00	
   9.0000000e-01	   4.3583743e+00	   5.8052160e+00	
   9.3333333e-01	   4.3217293e+00	   5.7620160e+00	
   9.6666667e-01	   4.2787034e+00	   5.7120480e+00	
   1.0000000e+00	   4.2361452e+00	   5.7091680e+00	
   1.0333333e+00	   4.1977487e+00	   5.7242880e+00	
   1.0666667e+00	   4.1782914e+00	   5.7386880e+00	
   1.1000000e+00	   4.1542250e+00	   5.7697920e+00	
   1.1333333e+00	   4.1466876e+00	   5.7700800e+00	
   1.1666667e+00	   4.1527530e+00	   5.7517920e+00	
   1.2000000e+00	   4.1770489e+00	   5.7733920e+00	
   1.2333333e+00	   4.2022071e+00	   5.7798720e+00	
   1.2666667e+00	   4.2309641e+00	   5.7684960e+00	
   1.3000000e+00	   4.2544211e+00	   5.7752640e+00	
   1.3333333e+00	   4.2866657e+00	   5.7581280e+00	
   1.3666667e+00	   4.3089834e+00	   5.7368160e+00	
   1.4000000e+00	   4.3403325e+00	   5.7732480e+00	
   1.4333333e+00	   4.3495895e+00	   5.8037760e+00	
   1.4666667e+00	   4.3688394e+00	   5.8199040e+00	
   1.5000000e+00	   4.3681794e+00	   5.8348800e+00	
   1.5333333e+00	   4.3653100e+00	   5.8497120e+00	
   1.5666667e+00	   4.3475538e+00	   5.8586400e+00	
   1.6000000e+00	   4.3005142e+00	   5.8685760e+00	
   1.6333333e+00	   4.2553118e+00	   5.8642560e+00	
   1.6666667e+00	   4.2194172e+00	   5.8458240e+00	
   1.7000000e+00	   4.1806823e+00	   5.8338720e+00	
   1.7333333e+00	   4.1504499e+00	   5.8086720e+00	
   1.7666667e+00	   4.1153169e+00	   5.7638880e+00	
   1.8000000e+00	   4.0870212e+00	   5.7633120e+00	
   1.8333333e+00	   4.0975994e+00	   5.7522240e+00	
   1.8666667e+00	   4.1056042e+00	   5.6756160e+00	
   1.9000000e+00	   4.1117444e+00	   5.6733120e+00	
   1.9333333e+00	   4.1129626e+00	   5.6881440e+00	
   1.9666667e+00	   4.1308296e+00	   5.6738880e+00	
   2.0000000e+00	   4.1541574e+00	   5.6823840e+00	
   2.0333333e+00	   4.1893332e+00	   5.6577600e+00	
   2.0666667e+00	   4.2206566e+00	   5.6810880e+00	
   2.1000000e+00	   4.2368617e+00	   5.6695680e+00	
   2.1333333e+00	   4.2646660e+00	   5.6420640e+00	
   2.1666667e+00	   4.2922466e+00	   5.6098080e+00	
   2.2000000e+00	   4.2994839e+00	   5.6174400e+00	
   2.2333333e+00	   4.3003525e+00	   5.6295360e+00	
   2.2666667e+00	   4.3043940e+00	   5.6007360e+00	
   2.3000000e+00	   4.2893657e+00	   5.6067840e+00	
   2.3333333e+00	   4.2660986e+00	   5.6001600e+00	
   2.3666667e+00	   4.2518298e+00	   5.5837440e+00	
   2.4000000e+00	   4.2122532e+00	   5.5765440e+00	
   2.4333333e+00	   4.1985630e+00	   5.5753920e+00	
   2.4666667e+00	   4.1859963e+00	   5.5601280e+00	
   2.5000000e+00	   4.1591133e+00	   5.5386720e+00	
