   0.0000000e+00	   8.0000000e-01	   0.0000000e+00	
   3.1250000e+01	   8.0076093e-01	   6.2421982e-06	
   6.2500000e+01	   8.0308265e-01	   1.2435985e-05	
   9.3750000e+01	   8.0696049e-01	   1.8532526e-05	
   1.2500000e+02	   8.1238573e-01	   2.4483485e-05	
   1.5625000e+02	   8.1934552e-01	   3.0240953e-05	
   1.8750000e+02	   8.2782288e-01	   3.5756923e-05	
   2.1875000e+02	   8.3779407e-01	   4.0984192e-05	
   2.5000000e+02	   8.4922767e-01	   4.5876768e-05	
   2.8024875e+02	   8.6165034e-01	   5.0251569e-05	
   3.1049750e+02	   8.7536078e-01	   5.4230784e-05	
   3.4074625e+02	   8.9030249e-01	   5.7776178e-05	
   3.7099500e+02	   9.0640662e-01	   6.0851762e-05	
   4.0124375e+02	   9.2359101e-01	   6.3423854e-05	
   4.3149250e+02	   9.4175777e-01	   6.5460831e-05	
   4.6174125e+02	   9.6079182e-01	   6.6934577e-05	
   4.9199000e+02	   9.8056039e-01	   6.7821113e-05	
   5.1812441e+02	   9.9811599e-01	   6.8098894e-05	
   5.4425882e+02	   1.0159977e+00	   6.7913303e-05	
   5.7039323e+02	   1.0340855e+00	   6.7257329e-05	
   5.9652763e+02	   1.0522493e+00	   6.6127402e-05	
   6.2052757e+02	   1.0688772e+00	   6.4672132e-05	
   6.4452751e+02	   1.0853362e+00	   6.2819604e-05	
   6.6852744e+02	   1.1015062e+00	   6.0575290e-05	
   6.9252738e+02	   1.1172631e+00	   5.7947668e-05	
   7.1547577e+02	   1.1318266e+00	   5.5087216e-05	
   7.3842415e+02	   1.1457834e+00	   5.1899376e-05	
   7.6137254e+02	   1.1590216e+00	   4.8399353e-05	
   7.8432093e+02	   1.1714314e+00	   4.4604907e-05	
   8.0687359e+02	   1.1827164e+00	   4.0608636e-05	
   8.2942625e+02	   1.1930007e+00	   3.6369090e-05	
   8.5197890e+02	   1.2021934e+00	   3.1909877e-05	
   8.7453156e+02	   1.2102121e+00	   2.7256514e-05	
   8.9738277e+02	   1.2170640e+00	   2.2371486e-05	
   9.2023397e+02	   1.2225684e+00	   1.7345335e-05	
   9.4308517e+02	   1.2266714e+00	   1.2209507e-05	
   9.6593638e+02	   1.2293330e+00	   6.9964072e-06	
   9.9015541e+02	   1.2305514e+00	   1.4238653e-06	
   1.0143744e+03	   1.2301072e+00	  -4.1578395e-06	
   1.0385935e+03	   1.2280056e+00	  -9.7084271e-06	
   1.0628125e+03	   1.2242701e+00	  -1.5188180e-05	
   1.0913353e+03	   1.2178335e+00	  -2.1498059e-05	
   1.1198580e+03	   1.2092885e+00	  -2.7593675e-05	
   1.1483808e+03	   1.1987628e+00	  -3.3416505e-05	
