0	0.166
1	0.13593
2	0.11153
3	0.1104
4	0.10942
5	0.12807
6	0.21191
7	1.8751
8	1.3651
9	0.78516
10	0.33459
11	0.20457
12	0.14897
13	0.11258
14	0.094409
15	0.10039
16	0.17016
17	1.0822
18	1.5157
19	0.97441
20	0.47533
21	0.29088
22	0.20805
23	0.13387
24	0.085147
25	0.054341
26	0.033462
27	0.040572
28	0.10059
29	1.7502
30	1.2386
31	0.735
32	0.33348
33	0.19685
34	0.12323
35	0.086571
36	0.063084
37	0.055773
38	0.053216
39	0.059991
40	0.13172
41	1.3369
42	1.3519
43	0.85855
44	0.37618
45	0.21492
46	0.15218
47	0.11072
48	0.089534
49	0.062247
50	0.041796
51	0.021017
52	0.012381
53	0.0054334
54	0.011286
55	0.0534
56	1.9292
57	1.4106
58	0.62143
59	0.27188
60	0.15272
61	0.10326
62	0.078689
63	0.072507
64	0.079336
65	0.090555
66	0.14982
67	0.77944
68	NaN
69	NaN
70	0.44119
71	NaN
